EMR Concept Fully Specified Name,EMR Concept short name,EMR Concept UUID,EMR Concept ID,EMR concept Data Type,EMR Options (Answers),EMR Form Name,EMR Form UUID
ABSCESS - UMBILICAL,ABSCESS - UMBILICAL,1fad62aa-4e15-11e4-8a57-0800271c1b75,915,N/A,,,
AGITATION,"Joint swelling, single",1fb39d05-4e15-11e4-8a57-0800271c1b75,916,N/A,,,
"Localized swelling/mass, superficial","Localized swelling/mass, superficial",1fefe32c-4e15-11e4-8a57-0800271c1b75,917,N/A,,,
ALTERED MENTAL STATUS,ALTERED MENTAL STATUS,1ff55e9c-4e15-11e4-8a57-0800271c1b75,918,N/A,,,
ANIMAL ATTACK - COW,ANIMAL ATTACK - COW,1ff9d6fc-4e15-11e4-8a57-0800271c1b75,919,N/A,,,
ANOREXIA,Malaise and fatigue,1ffe2cde-4e15-11e4-8a57-0800271c1b75,920,N/A,,,
Memory loss,Memory loss,200275e4-4e15-11e4-8a57-0800271c1b75,921,N/A,,,
Assault,ASSAULT,20052626-4e15-11e4-8a57-0800271c1b75,922,N/A,,,
Nausea w/ vomiting,Nausea w/ vomiting,203d9e67-4e15-11e4-8a57-0800271c1b75,923,N/A,,,
BACK ACHE,BACK ACHE,207d0654-4e15-11e4-8a57-0800271c1b75,924,N/A,,,
Nocturia,Nocturia,20b7d029-4e15-11e4-8a57-0800271c1b75,925,Boolean,,,
BITE,Obstructed labor,20bb55e4-4e15-11e4-8a57-0800271c1b75,926,N/A,,,
BITE - CAT,BITE - CAT,20bed4ef-4e15-11e4-8a57-0800271c1b75,927,N/A,,,
BITE - DOG,BITE - DOG,20f7020d-4e15-11e4-8a57-0800271c1b75,928,N/A,,,
BITE - HUMAN,Low backache,212927fb-4e15-11e4-8a57-0800271c1b75,929,N/A,,,
PALPITATIONS,Palpitations,212d295f-4e15-11e4-8a57-0800271c1b75,930,N/A,,,
BLEEDING,BLEEDING,212ffc94-4e15-11e4-8a57-0800271c1b75,931,N/A,,,
BLEEDING - ARM,BLEEDING - ARM,2134b7e3-4e15-11e4-8a57-0800271c1b75,932,N/A,,,
BLEEDING - CHEEK,BLEEDING - CHEEK,2173b7d9-4e15-11e4-8a57-0800271c1b75,933,N/A,,,
BLEEDING - CHIN,"Seizures, convulsions, other",2178d694-4e15-11e4-8a57-0800271c1b75,934,N/A,,,
BLEEDING - EAR,"Seizures, simple, febrile, unspec.",217d6872-4e15-11e4-8a57-0800271c1b75,935,N/A,,,
BLEEDING - EYE,BLEEDING - EYE,21835173-4e15-11e4-8a57-0800271c1b75,936,N/A,,,
BLEEDING - EYELID,Sickle-cell anemia,21880af9-4e15-11e4-8a57-0800271c1b75,937,N/A,,,
BLEEDING - FACE,BLEEDING - FACE,21bdb6cf-4e15-11e4-8a57-0800271c1b75,938,N/A,,,
BLEEDING - FACIAL,Stomatitis and mucositis,21c2aedc-4e15-11e4-8a57-0800271c1b75,939,N/A,,,
BLEEDING - FINGER,"Sweating, excessive",21c6e70d-4e15-11e4-8a57-0800271c1b75,940,N/A,,,
BLEEDING - FOOT,BLEEDING - FOOT,21cacfb0-4e15-11e4-8a57-0800271c1b75,941,N/A,,,
BLEEDING - FOREHEAD,BLEEDING - FOREHEAD,220fc2a9-4e15-11e4-8a57-0800271c1b75,942,N/A,,,
Vomiting,Vomiting,2216e20d-4e15-11e4-8a57-0800271c1b75,943,Boolean,,,
BLEEDING - HAND,BLEEDING - HAND,22479fd3-4e15-11e4-8a57-0800271c1b75,944,N/A,,,
BLEEDING - HEAD,BLEEDING - HEAD,224b7592-4e15-11e4-8a57-0800271c1b75,945,N/A,,,
All Disease Templates,All Disease Templates,33396b29-8a92-11e4-977f-0800271c1b75,946,N/A,,,
IU,,333eb629-8a92-11e4-977f-0800271c1b75,947,N/A,,,
Unit(s),unit(s),333f4c20-8a92-11e4-977f-0800271c1b75,948,N/A,,,
Every Hour,QH,33436036-8a92-11e4-977f-0800271c1b75,949,N/A,,,
Every 2 hours,Q2H,3344f15b-8a92-11e4-977f-0800271c1b75,950,N/A,,,
Every 3 hours,Q3H,33460abd-8a92-11e4-977f-0800271c1b75,951,N/A,,,
Every 4 hours,Q4H,334ce904-8a92-11e4-977f-0800271c1b75,952,N/A,,,
Every 6 hours,Q6H,334dbd41-8a92-11e4-977f-0800271c1b75,953,N/A,,,
Every 8 hours,Q8H,334ea16c-8a92-11e4-977f-0800271c1b75,954,N/A,,,
Every 12 hours,Q12H,334f851c-8a92-11e4-977f-0800271c1b75,955,N/A,,,
On alternate days,A/D,335071ea-8a92-11e4-977f-0800271c1b75,956,N/A,,,
Once a week,,33516e22-8a92-11e4-977f-0800271c1b75,957,N/A,,,
Twice a week,,33523c55-8a92-11e4-977f-0800271c1b75,958,N/A,,,
Thrice a week,,3352f51b-8a92-11e4-977f-0800271c1b75,959,N/A,,,
Every 2 weeks,,3353b81e-8a92-11e4-977f-0800271c1b75,960,N/A,,,
Every 3 weeks,,33547af0-8a92-11e4-977f-0800271c1b75,961,N/A,,,
Once a month,,3355487f-8a92-11e4-977f-0800271c1b75,962,N/A,,,
Intradermal,ID,33580f17-8a92-11e4-977f-0800271c1b75,963,N/A,,,
Intraperitoneal,IP,3358e040-8a92-11e4-977f-0800271c1b75,964,N/A,,,
Intrathecal,IT,33599882-8a92-11e4-977f-0800271c1b75,965,N/A,,,
Intraosseous,IO,335a4e0a-8a92-11e4-977f-0800271c1b75,966,N/A,,,
Tablet,,33b0b316-8a92-11e4-977f-0800271c1b75,967,N/A,,,
Capsule,Capsule,33b11175-8a92-11e4-977f-0800271c1b75,968,N/A,,,
Topical,TOPIC,33b16adb-8a92-11e4-977f-0800271c1b75,969,N/A,,,
Nasal,NASAL,33b1c5a3-8a92-11e4-977f-0800271c1b75,970,N/A,,,
Inhalation,Inhalation,33b2324f-8a92-11e4-977f-0800271c1b75,971,N/A,,,
Five times a day,,33b40722-8a92-11e4-977f-0800271c1b75,972,N/A,,,
Four days a week,,33b501b0-8a92-11e4-977f-0800271c1b75,973,N/A,,,
Five days a week,,33b5c447-8a92-11e4-977f-0800271c1b75,974,N/A,,,
Six days a week,,33b68622-8a92-11e4-977f-0800271c1b75,975,N/A,,,
Minute(s),minute(s),33bc78b1-8a92-11e4-977f-0800271c1b75,976,N/A,,,
Deny Admission,Deny Admission,33c373ea-8a92-11e4-977f-0800271c1b75,977,N/A,,,
Puff(s),Puff(s),335ca7f3-682a-4c35-a9b4-a29e003d3cad,978,N/A,,,
Smoking History,Smoking History,c2a43174-c9db-4e54-8516-17372c83537f,979,Boolean,,,
Order Attributes,Order Attributes,6bfdf5b9-9729-11e4-a57f-0800271c1b75,980,N/A,,,
Undo Discharge,Undo Discharge,c2bbfe9e-b7fb-11e4-9c67-080027b662ec,981,N/A,,,
Answer1,,6c7104e3-8110-4983-a5b1-a0fb8d056ec0,982,N/A,,,
Answer2,,aa867854-85f3-4260-8e29-b21cfe9a424e,983,N/A,,,
Answer3,,49b6c425-5c51-4650-a692-1e58fcd4be12,984,N/A,,,
abc,,19aeb618-4c07-474d-8150-a0cdbb995a64,985,N/A,,,
def,,35180316-bd49-448d-bc0a-d495dc7912ee,986,N/A,,,
multi1,,96544bd7-2271-42fd-bdf6-4b27c0726a7f,987,N/A,,,
multi2,,3166026a-36a7-4f43-b00c-9b137872bfd4,988,N/A,,,
multi3,,ff6494ee-332e-49a2-8ba3-a90b1ccc4dc2,989,N/A,,,
123,,6f4c4b88-6917-4d77-826c-88cb40522040,990,N/A,,,
456,,c209d78b-e731-4032-9363-4c9dfc00d623,991,N/A,,,
789,,3676af68-db34-4c17-92e5-a2d1edd5b181,992,N/A,,,
Numeric,,1c11e008-3dbe-422c-8efa-892b62b24bef,993,Numeric,,,
Text,,905bfa09-2be8-4aac-8086-9c9918f9a76c,994,Text,,,
Boolean,,0a43638e-6ea0-455f-889d-c06b344eebe4,995,Boolean,,,
Date,,e605731b-2e81-41a9-8446-2ed442c339e2,996,Date,,,
Datetime,,489d9841-ea70-406f-be23-36ec46cd3d07,997,Datetime,,,
Coded1,,d41ee2fe-e059-4cbf-b6c6-fd2830c5f435,998,Coded,Answer3; Answer2; Answer1,,
Coded2,,92e25e5d-72e8-416e-ae3b-6d6a0c60caf3,999,Coded,def; abc,,
Coded3,,7af469fe-bfcf-4447-95af-84fc184d3432,1000,Coded,multi3; multi2; multi1,,
Coded4,,0dcb8a99-1371-4f55-a501-2e2001bb563c,1001,Coded,789; 456; 123,,
Diagnostic Images,Images,f2bea486-f072-44de-bfad-139c2b56829f,1002,Complex,,,
Grid1,,6c7dd377-f348-435d-842c-44eb9498da76,1003,N/A,,,
Set1,,c98fe087-4e3d-45a2-9890-88b038201f26,1004,N/A,,,
Set2,,c2c203a2-f8b3-447a-b1a6-ed72a643a1f8,1005,N/A,,,
Set,,0575279f-4e00-4456-a316-cd8317abcb57,1006,N/A,,,
ConceptTypes,,ac357a16-7403-43ed-be74-738b03dedcd6,1007,N/A,,,
WEIGHT LOSS,,1fc47a4b-e35d-4f89-953e-52c4c6a69eb5,1008,N/A,,,
Cough with expectoration,,f8a3e21b-bfae-46bc-a5ce-683cdb02cf71,1009,N/A,,,
Cough without expectoration,,fa719648-ff57-48b2-8b4a-11bb766bc0d7,1010,N/A,,,
BREATHLESSNESS,Breathlesness,2cd90722-752a-4d0d-84ba-a2e9a74e63bb,1011,N/A,,,
NIGHT SWEATS,,886c7ef0-b104-49bf-bd54-23429eec070d,1012,N/A,,,
Lymph Node Enlarged,,065bf21b-a0ce-4d2a-88af-76dc77fb522b,1013,N/A,,,
Positive TB Contact outside family,Positive outside family,ed6cae48-2dba-4b9b-a797-da79a3eb8027,1014,N/A,,,
Positive Family History,,890cad62-67b0-46c0-ac53-bd9663966b20,1015,N/A,,,
Negative,,718b4589-2a11-4355-b8dc-aa668a93e098,1016,N/A,,,
Private,,d12d6c6d-23d9-4164-9234-13154efe545a,1017,N/A,,,
"TB, Pulmonary",Pulmonary,2975a776-a4cb-4323-aa0f-43ee0a67ebc2,1018,N/A,,,
"TB, Extrapulmonary",Extra Pulmonary,624ab0f1-ba8e-47ac-b55a-9a3a45896af8,1019,N/A,,,
Disseminated,,e4679ed2-aacd-4858-9e2d-52ee1b9e9fff,1020,N/A,,,
Pulmonary + Extrapulmonary,,957c3aff-6566-4cf2-a5c4-3cbed99ff712,1021,N/A,,,
Pleural,,f6d3cb0d-4071-4418-aadc-2b810b1fc499,1022,N/A,,,
Lymph Node,,5cf6d437-1d7b-44ab-9184-d2aa6b6ead87,1023,N/A,,,
Intestinal,,bd2d6ed8-4074-4f64-be04-d561200091a6,1024,N/A,,,
Peritoneal,,fa1fedcc-4b80-46f0-96f9-d9ce15a64c29,1025,N/A,,,
Skeletal,,fd32d922-5bae-4b24-b655-81952bf7f2b4,1026,N/A,,,
Articular,,c5cfc7ab-ef32-4f59-967f-4e987b30721c,1027,N/A,,,
Meningeal,,7d3b0239-6bc6-4423-9b8d-385af78cf049,1028,N/A,,,
Renal,,8919f1cc-f3e9-4917-a17e-6cdc074a6c18,1029,N/A,,,
Genital,,dc8cfd37-f3e9-4458-89a2-92d2748b3a7c,1030,N/A,,,
Cutaneous,,457a8867-3cdf-438d-82ba-542a3d536ed3,1031,N/A,,,
Pericardial,,8c61ca75-ed7c-41e7-9f7e-66c8c1336cef,1032,N/A,,,
Other Answer,Other (Specify),4fdc5b5b-ff7a-4bdf-920f-92276ef6c07f,1033,N/A,,,
New Patient,,7cafff52-7703-4e3b-8c28-454d9955f98b,1034,N/A,,,
Treatment after default,Default Case,538cb453-fc8f-4dec-9187-95193ccd5c87,1035,N/A,,,
Treatment after relapse,Relapse after successful ATT,e6e848d9-3022-4746-8fc7-e2e2e4ba8aeb,1036,N/A,,,
Treatment after failure,Failure of ATT,b648ad35-d6d5-4c92-ba95-469ec47288b7,1037,N/A,,,
Limited,,3b1b7695-0d7f-4691-8be6-ceb8c14dfe49,1038,N/A,,,
Extensive,,0badc0d7-4fba-40b7-af75-ba23732116cd,1039,N/A,,,
Cavitary,,07c660a9-e3f5-46a1-aa2f-559674c2f6ef,1040,N/A,,,
Non-cavitary,,4d704b99-aaca-4f76-9d64-ee7969b4705f,1041,N/A,,,
Sputum Microscopy,,9cd2c7bf-0f8f-4b1b-878c-c45bf96df951,1042,N/A,,,
Clinical Exam,,be6b795d-66c7-4d72-b877-4d639a2b7342,1043,N/A,,,
X-Ray Findings,,c5c1aefd-a21e-4d6c-890b-f620b4f4127b,1044,N/A,,,
Sputum Culture,,2a4b6c76-36dd-4305-b5bf-f0ccf7bc8d75,1045,N/A,,,
Histopathology,,fe8d5d61-8d2c-42d3-a0ad-560a54046986,1046,Text,,,
HIV,,ec41264d-e82e-4356-a7d2-7c1ff6c90abe,1047,N/A,,,
Diabetes,,1e3f1870-b252-4808-8edb-f86fad050ebd,1048,N/A,,,
Liver Disease,,f48a534d-b1dd-4d37-8794-065243c546a4,1049,N/A,,,
Renal Disease,,b1329dcb-412f-4e8b-ae16-bec3c4790a83,1050,N/A,,,
Day 15,,279954fc-d77b-44f5-88d8-73abb1ebc105,1051,N/A,,,
1 Month,,6b67510f-9008-4ded-a6b7-966f32d4dedb,1052,N/A,,,
2 Month,,832e9dac-6680-41a1-b1e5-707bac8fdc04,1053,N/A,,,
3 Month,,10783649-328b-45a6-acc2-215882e15cbf,1054,N/A,,,
4 Month,,b200446d-f4ab-454f-9bde-5ccf7a609d73,1055,N/A,,,
5 Month,,8d112a73-9967-47f2-b82d-fac2429084e8,1056,N/A,,,
6 Month,,4347ae90-2833-461e-976b-f1b2763f5470,1057,N/A,,,
7 Month,,d5c68396-f371-4ba7-b0d8-e5a97413b99b,1058,N/A,,,
8 Month,,36094f40-59d9-4caa-88d0-dd01c80ae42d,1059,N/A,,,
9 Month,,e23b95c2-4ece-4f9d-8d9e-3f4a53c1f550,1060,N/A,,,
Increased,,1d991d14-bd9d-4a55-88a3-213bbf207e38,1061,N/A,,,
Same as previous,,6fb2b11b-f304-4210-b667-4cc365ff28f3,1062,N/A,,,
Decreased,,bfa6310d-8b0e-44b3-ae30-be90a0a4aeba,1063,N/A,,,
Relieved Completely,,a514b2c3-f103-4c10-b0db-aedf69c39af3,1064,N/A,,,
Icterus,,f092f68d-78f2-490a-b53e-8994703ccff5,1065,N/A,,,
Lymph Nodes,,d2cd9590-2a7a-43fd-adba-fae09da1dc9a,1066,N/A,,,
On Treatment,,e52308bf-8518-473f-943b-9216b156b855,1067,N/A,,,
Cured,,8a1ab485-e599-4682-8c82-c60ce03c916e,1068,N/A,,,
Default,,4a119c19-b9cd-4e7e-953d-cccfdab3ef52,1069,N/A,,,
Complete,Treatment completed,7ba0444e-2d5f-44a3-b356-3c61b91c9a33,1070,N/A,,,
Failure of Treatment,Failure,a24d34aa-23b6-4afe-ad64-723102bc491d,1071,N/A,,,
Death during treatment,Death,0c66e302-3981-4dfa-a756-62b0200c8a75,1072,N/A,,,
Joint Pain,,756883b1-cfbb-490d-bc98-e07118b5ff27,1073,N/A,,,
Skin Rash,,43c0bda6-3d23-4aaf-bb96-dbece8a19fd1,1074,N/A,,,
Hepatitis,,3b4f1bce-7f84-4d34-9728-6ef4aa34c49f,1075,N/A,,,
Neuropathy,,16166434-13d2-4e55-956c-d5a63ad26fa0,1076,N/A,,,
Deafness,,c4c090ea-0a05-4bba-8d35-9fb2be3c3abe,1077,N/A,,,
Visual Impairement,,66468e08-1efa-494d-a5a5-3d3244d34216,1078,N/A,,,
Tingling,,edb159b7-1f32-426e-8d38-51161b1fe96c,1079,N/A,,,
Numbness,,f7f514bd-e789-43ee-a29d-58e9c1e1ca6d,1080,N/A,,,
Dizziness,,7aba59e1-ed2d-4968-9e09-1ba177ed4f4f,1081,N/A,,,
Drowsiness,,82ccc128-d568-4364-89aa-bf75caa3ab10,1082,N/A,,,
Normal/Healthy,Healthy,374d1b9e-ffdf-4720-8888-63186ed43727,1083,N/A,,,
Relapse,,2045633a-e4a6-4538-8a92-2b3a00f1e0b7,1084,N/A,,,
Don't Know,,a5bcac8d-305a-4b46-9121-014d72ac4c2d,1085,N/A,,,
Increased Appetite,,576e3dc5-83a1-4d5a-911d-ada45778ccba,1086,N/A,,,
Male,,544634f2-4c08-48b0-9b2b-35251189a59b,1087,N/A,,,
Female,,e74aebd1-51b5-424f-b9f0-339fd8cd3588,1088,N/A,,,
2HRZE + 4HR,,09b2c760-fcb8-44e3-9627-33c5f66ebd8e,1089,N/A,,,
3HRZE + 6HRE,,32dd9df5-44fa-4dfe-8efd-edfdffd8ca7b,1090,N/A,,,
12RZFqE,,fcf6b829-8c60-4aef-8229-65d69d587cc2,1091,N/A,,,
9H,,aaaabb4b-02b8-46a5-88fd-11915d4516cc,1092,N/A,,,
MDR Treatment,,204f6496-025f-4b80-bdae-5f61998bf3b5,1093,N/A,,,
Improving,,8ceda9d1-46e3-47dd-a7ba-8c772a8b3d63,1094,N/A,,,
Same,,2879b27d-7fca-45c8-9238-fa76ae570e6f,1095,N/A,,,
Worsening,,2bbb5160-e803-4c5e-bb43-841f01a2c1c9,1096,N/A,,,
Needs further evaluation,,060c47d1-e20c-4106-b4c0-6f607a2f9b32,1097,N/A,,,
Streptomycin,,f05a49a3-8930-434d-a6da-240f2e127754,1098,N/A,,,
Isoniazid,,83c9a8d1-d282-437f-a882-ff4c3179908d,1099,N/A,,,
Rifampicin,,38dcc101-d385-4771-b005-7ba9825ca0c6,1100,N/A,,,
Ethambutol,,aa018411-bcb2-4392-ab5f-b489f7243612,1101,N/A,,,
"Tuberculosis, Symptoms",Symptoms,cf608f71-bbd5-496f-8276-57fbc0349f45,1102,Coded,FEVER; Other Answer; No fresh complaint; WEIGHT LOSS; Cough with expectoration; tb abdominal distention; Cough without expectoration; BREATHLESSNESS; NIGHT SWEATS; tb lymph nodes enlarged; tb chest pain,,
"Tuberculosis, Symptoms Duration",Duration,8ec4cf33-5bc3-4c6f-98e1-0c90afa88310,1103,Numeric,,,
RHD,,193233dc-70a9-477f-99b6-cc1d48be4e74,1104,N/A,,,
Asthma,,11ca83c4-a2d4-47cb-ae4a-0d33f0ba5703,1105,N/A,,,
"Tuberculosis, Comorbidity",Comorbidity,c0cd3760-e7da-418e-bf01-bdca095179f2,1106,Coded,Diabetes; Liver Disease; HIV; Renal Disease; RHD; Asthma; Severe Undernutrition; Other Answer,,
Surgery,,c727623a-db37-4e74-a92a-272b8a8c15cb,1107,N/A,,,
"Tuberculosis, Treatment Plan",Treatment Plan,52c7c81d-f1e7-40ee-a6f5-e326841ea454,1108,Coded,"2HRZE + 4HR; 3HRZE + 6HRE; 9H; 12RZFqE; MDR Treatment; Tuberculosis, Other Treatment Plan",,
Cytochemistry,,4c3f2ee1-cdc3-424c-8aa7-a2f5f8fabe9a,1109,N/A,,,
"Tuberculosis, Basis of Diagnosis",Basis of Diagnosis,2a98db37-6e1d-43c7-92f8-a66d40b5ca72,1110,Coded,Sputum Microscopy; Clinical Exam; X-Ray Findings; Sputum Culture; Histopathology; Cytochemistry,,
"Tuberculosis, Next Followup Visit",Next Followup Visit,07401414-643d-4eee-b390-18d34d0c43c5,1111,Date,,,
"Tuberculosis, Need of Admission",Need of Admission,c5cdd4e5-86e0-400c-9742-d73ffb323fa8,1112,Boolean,,,
"Tuberculosis, Indication for Admission",Indications,d5037c0c-d8a9-4f47-bfa5-c2c89b70f600,1113,Text,,,
"Tuberculosis, History of TB Contact",History of Contact,d9bf2a80-a18c-440d-9e52-0a5bb741776c,1114,Coded,Negative; Positive Family History; Positive TB Contact outside family,,
"Tuberculosis, Duration since last treatment",Duration since last treatment,096c493a-f252-4b5c-a475-35d78a6cd30e,1115,Numeric,,,
"Tuberculosis, Past Treatment Facility",Past Treatment Facility,eecf9161-0004-4811-ac3d-2033094cc17d,1116,Coded,Private; Government,,
"Tuberculosis, Duration of last treatment",Duration of last treatment,f9152acf-566b-4357-b847-0655d8b9323c,1117,Numeric,,,
"Tuberculosis, Past Treatment Details",Past Treatment Details,620c5a5f-8965-4f70-8a65-5b90c111d752,1118,Text,,,
"Tuberculosis, Family member died of TB",Any Tuberculosis death in family,583e5ec2-bdda-4bdc-accc-43b0128b2d41,1119,Boolean,,,
"Tuberculosis, Extrapulmonary Site",EP Site,4ce14459-452e-4df1-bace-e1ff7b252e34,1120,Coded,Pleural; Cutaneous; Pericardial; Other Answer; Lymph Node; Intestinal; Peritoneal; Skeletal; Articular; Meningeal; Renal; Genital,,
"Tuberculosis, Lymph Node Size",Lymph Node Size,99e85e99-b7a0-4bbb-893e-8898ef7b1ae9,1121,Text,,,
"Tuberculosis, Lymph Node Discharge, Sinus, Ulcer","Discharge, Sinus, Ulcer",c69fd33d-ab7d-4896-83d9-8dce882259f5,1122,Text,,,
"Tuberculosis, Lymph Node Pain",Pain,eed834c2-56d3-4d4f-a4db-d18ec31eff6e,1123,Text,,,
"Tuberculosis, Pleural TB Respiratory Rate",Respiratory Rate,d864eee5-6718-4e2f-a84e-881b1c804652,1124,Numeric,,,
"Tuberculosis, Extent of effusion in X-Ray",Extent of effusion in X-Ray,4dd11bc7-71a7-498a-8e02-444d88ed1a4c,1125,Text,,,
"Tuberculosis, Type",Type of Tuberculosis,169895bd-1c27-4f41-9016-f76383964b68,1126,Coded,"TB, Pulmonary; TB, Extrapulmonary; Pulmonary + Extrapulmonary; Disseminated",,
"Tuberculosis, X-Ray Extent",Extent,dacbaebf-fad0-4319-bd12-e4dddfef1920,1127,Coded,Extensive; Limited,,
"Tuberculosis, X-Ray Cavity",Cavity,63c674e6-73e5-4bc5-9a9b-6e1566dbb055,1128,Coded,Non-cavitary; Cavitary,,
"Tuberculosis, Patient Category",Patient Category,be24451f-b4f6-4e0e-a033-c4f3996e3296,1129,Coded,New Patient; Treatment after default; Treatment after relapse; Treatment after failure,,
"Tuberculosis, Symptoms & Duration",Symptoms and Duration,cd5c601b-0423-41b7-9725-89e869e6d088,1130,N/A,,,
"Tuberculosis, Admission",Admission,4a4524ff-1188-4b8b-92fa-c97ceac0429b,1131,N/A,,,
"Tuberculosis, Past Treatment History",Past Treatment History,1b41aa66-9753-489e-a4be-704349c9f7a6,1132,N/A,,,
"Tuberculosis, Lymph Node",Lymph Node,3f249240-0b3d-4487-abda-725f496d4a99,1133,N/A,,,
"Tuberculosis, Pleural TB",Pleural TB,2792347a-eaed-4f1a-8117-3ecd7d697d0f,1134,N/A,,,
"Tuberculosis, Extrapulmonary TB",Extrapulmonary TB,07c3d853-386a-4504-a0b7-16f9c76c55dd,1135,N/A,,,
"Tuberculosis, X-Ray Findings",X-Ray Findings,a5440bd0-b64b-40cc-b715-9f64ac30e622,1136,N/A,,,
Tuberculosis Intake Template,Tuberculosis - Intake,e95b2fd4-8956-474e-8e0e-630932f6ecee,1137,N/A,,,
"Tuberculosis, Visit Impression",Visit Impression,7d4a4651-76c8-4c96-aa3c-18ff9f33ea2f,1138,Coded,Improving; Same; Worsening; Needs further evaluation,,
"Tuberculosis, Treatment for adverse effects",Adverse Effects Treatment,c13206df-d630-4074-8547-35ebdad71cb2,1139,Text,,,
Death,,041daad2-198b-4223-aa46-6b23e85776a9,1140,N/A,,,
"Tuberculosis, Long Term Outcome",Long Term Outcome,e610c2c5-6750-4d99-be1e-9b5ca437d7bd,1141,Coded,Normal/Healthy; Relapse; Death; Don't Know,,
"Treatment Outcome, Cured",Cured,b2e105c5-3b59-4ca5-bf83-b70480eccf38,1142,N/A,,,
Transferred Out,,b949cd75-97cb-4de2-9553-e6d335696f07,1143,N/A,,,
"Tuberculosis, Output of Treatment",Treatment Output,dad604c8-a0e4-4a63-ab92-39887ca31251,1144,Coded,On Treatment; Cured; Complete; Default; Failure of Treatment; Death during treatment; Transferred Out; Break in Treatment,,
"Tuberculosis, Followup Visit",Current Followup Visit After,09326b7a-e6a7-435b-821d-22aa3a3f7bcf,1145,Coded,Day 15; 9 Month; 10 Month; 11 Month; 12 Month; 1 Month; 2 Month; 3 Month; 4 Month; 5 Month; 6 Month; 7 Month; 8 Month,,
"Tuberculosis, Family Screened",Family Screened,8c6bf274-8ddc-4eb9-b0af-5bf48d910857,1146,Coded,Yes; No; Not Applicable,,
"Tuberculosis, Number of days of treatment",No of days of treatment,e68d4199-e6db-4a38-96b1-80afb1bd15d2,1147,Numeric,,,
"Tuberculosis, Examination",Examination,119f7b1d-afe6-40a9-a571-bd3c0ce2229f,1148,Coded,Icterus; Lymph Nodes,,
"Tuberculosis, Fever",Fever,2eb4959b-354b-40e0-b054-46265959a517,1149,Coded,Increased; Same as previous; Decreased; Relieved Completely,,
"Tuberculosis, Cough",Cough,73f62387-931c-4b95-9d8d-b2f9192fb69d,1150,Coded,Increased; Same as previous; Decreased; Relieved Completely,,
"Tuberculosis, Anorexia",Anorexia,00e5e745-42d8-429e-ae7f-f8c538b1cfb9,1151,Coded,Increased; Same as previous; Decreased; Relieved Completely,,
"Tuberculosis, Chest Pain",Chest Pain,151a2b92-4e6f-4a7c-8d37-b5e0172d74f0,1152,Coded,Increased; Same as previous; Decreased; Relieved Completely,,
"Tuberculosis, Breathlessness",Breathlessness,b3d0533a-2010-4f26-8d05-711b6d011880,1153,Coded,Increased; Same as previous; Decreased; Relieved Completely,,
None,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6,1154,N/A,,,
"Tuberculosis, Adverse Effects",Adverse Effects,535a91f1-6779-45ae-a76d-8e9df8d57299,1155,Coded,Joint Pain; Visual Impairement; Tingling; Numbness; Dizziness; Drowsiness; None; Skin Rash; Dyspepsia; ABDOMINAL CRAMPS; Icterus; Symptom Jaundice; Hepatitis; Neuropathy; Deafness,,
"Tuberculosis, Treatment Compliance",Treatment Compliance,088ba0b2-6a82-4ae9-9852-59390cdaebc5,1156,Boolean,,,
"Tuberculosis, Symptoms Relief",Symptoms Relief,8b5f387a-5afb-4a4a-bbbf-370e32f991c4,1157,N/A,,,
Tuberculosis Followup Template,Tuberculosis - Followup,4276dcf6-0f21-4910-bac3-87ddc94f88c9,1158,N/A,,,
Semariya,,f064ed1b-c6ca-41c7-9c40-aa037049916c,1159,N/A,,,
Shivtarai,,29832fad-f460-4de5-8929-f6375646dc3b,1160,N/A,,,
Achanakmar,,b81ae7fa-a008-4501-9f42-5a44a4ec3993,1161,N/A,,,
Bamhani,,b0ac8db6-6ee7-486c-99ef-542e3760782d,1162,N/A,,,
APL,,e51816b7-f9ef-4c61-b1ff-97366961c4bc,1163,N/A,,,
BPL,,38642936-3699-494a-bff2-16fe309bf7b1,1164,N/A,,,
Antyodaya,,41247e1c-f6c2-4dc2-813f-ca4da7fa39cc,1165,N/A,,,
>=36017,,70513654-9386-49c1-aae8-a51b37a3e246,1166,N/A,,,
18000-36016,,efd756de-e7a2-4d96-a953-0368c32724ab,1167,N/A,,,
13495-17999,,75a7ac09-fa3c-45e5-9bba-928b4e10f8a3,1168,N/A,,,
8999-13494,,ef06da43-6982-41ad-b98d-9fa00c99f798,1169,N/A,,,
5387-8998,,9475c3c8-7267-4e2f-859a-0ff360f55f66,1170,N/A,,,
1803-5386,,274d6b88-0249-4e34-bd81-b2423fb92355,1171,N/A,,,
<=1802,,32619c12-1ffa-4b60-b734-d34f07cc444e,1172,N/A,,,
Cluster,,2b163c68-8007-4f2c-8f3e-58d241276aa0,1173,Coded,Achanakmar; Shivtarai; Semariya; Bamhani,,
Ration Card,,0b2dd538-b2cc-4d2e-a57e-bca469b42291,1174,Coded,Antyodaya; BPL; APL; None,,
Family Income (per Month in Rs),,0c0a2023-09fe-4a42-8344-13a5af1ea192,1175,Coded,13495-17999; 18000-36016; >=36017; <=1802; 1803-5386; 5387-8998; 8999-13494,,
PT,,37b0aecd-12d0-4fc9-b090-5f2658ee8638,1176,Numeric,,,
